ID	Amount
5	3049.456457
13	3049.456457
17	3049.456457
18	3049.456457
25	3049.456457
26	3049.456457
28	3049.456457
30	3049.456457
44	3049.456457
50	3049.456457
54	3049.456457
55	3049.456457
56	3049.456457
57	3049.456457
59	3049.456457
61	3049.456457
62	3049.456457
65	3049.456457
70	3049.456457
72	3049.456457
74	3049.456457
78	3049.456457
80	3049.456457
85	3049.456457
89	3049.456457
92	3049.456457
108	3049.456457
111	3049.456457
113	3049.456457
117	3049.456457
127	3049.456457
128	3049.456457
131	3049.456457
136	3049.456457
137	3049.456457
140	3049.456457
142	3049.456457
143	3049.456457
145	3049.456457
146	3049.456457
149	3049.456457
150	3049.456457
153	3049.456457
155	3049.456457
159	3049.456457
164	3049.456457
168	3049.456457
172	3049.456457
173	3049.456457
185	3049.456457
187	3049.456457
189	3049.456457
190	3049.456457
192	3049.456457
194	3049.456457
198	3049.456457
201	3049.456457
202	3049.456457
210	3049.456457
212	3049.456457
214	3049.456457
215	3049.456457
219	3049.456457
222	3049.456457
223	3049.456457
228	3049.456457
232	3049.456457
233	3049.456457
235	3049.456457
238	3049.456457
241	3049.456457
242	3049.456457
244	3049.456457
245	3049.456457
246	3049.456457
247	3049.456457
254	3049.456457
256	3049.456457
258	3049.456457
261	3049.456457
262	3049.456457
265	3049.456457
267	3049.456457
269	3049.456457
270	3049.456457
274	3049.456457
279	3049.456457
283	3049.456457
287	3049.456457
288	3049.456457
290	3049.456457
296	3049.456457
299	3049.456457
301	3049.456457
308	3049.456457
313	3049.456457
316	3049.456457
320	3049.456457
327	3049.456457
329	3049.456457
338	3049.456457
339	3049.456457
340	3049.456457
343	3049.456457
344	3049.456457
345	3049.456457
348	3049.456457
351	3049.456457
352	3049.456457
353	3049.456457
355	3049.456457
356	3049.456457
360	3049.456457
367	3049.456457
372	3049.456457
373	3049.456457
376	3049.456457
380	3049.456457
381	3049.456457
382	3049.456457
390	3049.456457
393	3049.456457
395	3049.456457
401	3049.456457
402	3049.456457
403	3049.456457
406	3049.456457
407	3049.456457
410	3049.456457
412	3049.456457
416	3049.456457
418	3049.456457
424	3049.456457
427	3049.456457
429	3049.456457
436	3049.456457
437	3049.456457
438	3049.456457
441	3049.456457
451	3049.456457
453	3049.456457
457	3049.456457
464	3049.456457
465	3049.456457
469	3049.456457
470	3049.456457
474	3049.456457
476	3049.456457
479	3049.456457
482	3049.456457
483	3049.456457
484	3049.456457
486	3049.456457
490	3049.456457
493	3049.456457
494	3049.456457
497	3049.456457
503	3049.456457
506	3049.456457
508	3049.456457
510	3049.456457
513	3049.456457
520	3049.456457
523	3049.456457
524	3049.456457
526	3049.456457
529	3049.456457
531	3049.456457
534	3049.456457
538	3049.456457
546	3049.456457
556	3049.456457
559	3049.456457
563	3049.456457
564	3049.456457
572	3049.456457
584	3049.456457
588	3049.456457
590	3049.456457
603	3049.456457
604	3049.456457
611	3049.456457
612	3049.456457
621	3049.456457
626	3049.456457
628	3049.456457
642	3049.456457
643	3049.456457
647	3049.456457
648	3049.456457
649	3049.456457
652	3049.456457
653	3049.456457
654	3049.456457
662	3049.456457
663	3049.456457
664	3049.456457
665	3049.456457
668	3049.456457
670	3049.456457
671	3049.456457
673	3049.456457
674	3049.456457
677	3049.456457
680	3049.456457
684	3049.456457
686	3049.456457
689	3049.456457
693	3049.456457
695	3049.456457
696	3049.456457
698	3049.456457
703	3049.456457
707	3049.456457
708	3049.456457
715	3049.456457
718	3049.456457
719	3049.456457
722	3049.456457
727	3049.456457
730	3049.456457
736	3049.456457
738	3049.456457
742	3049.456457
747	3049.456457
748	3049.456457
752	3049.456457
755	3049.456457
756	3049.456457
757	3049.456457
759	3049.456457
762	3049.456457
763	3049.456457
765	3049.456457
768	3049.456457
778	3049.456457
779	3049.456457
788	3049.456457
791	3049.456457
793	3049.456457
796	3049.456457
800	3049.456457
802	3049.456457
804	3049.456457
808	3049.456457
811	3049.456457
814	3049.456457
818	3049.456457
822	3049.456457
823	3049.456457
824	3049.456457
827	3049.456457
829	3049.456457
831	3049.456457
832	3049.456457
835	3049.456457
837	3049.456457
838	3049.456457
841	3049.456457
843	3049.456457
844	3049.456457
852	3049.456457
856	3049.456457
861	3049.456457
864	3049.456457
867	3049.456457
869	3049.456457
871	3049.456457
874	3049.456457
883	3049.456457
887	3049.456457
888	3049.456457
891	3049.456457
893	3049.456457
896	3049.456457
898	3049.456457
900	3049.456457
902	3049.456457
905	3049.456457
906	3049.456457
911	3049.456457
919	3049.456457
923	3049.456457
930	3049.456457
932	3049.456457
933	3049.456457
937	3049.456457
938	3049.456457
940	3049.456457
941	3049.456457
943	3049.456457
949	3049.456457
953	3049.456457
956	3049.456457
960	3049.456457
961	3049.456457
963	3049.456457
968	3049.456457
972	3049.456457
973	3049.456457
974	3049.456457
975	3049.456457
976	3049.456457
982	3049.456457
984	3049.456457
985	3049.456457
989	3049.456457
1010	3049.456457
1014	3049.456457
1021	3049.456457
1025	3049.456457
1028	3049.456457
1036	3049.456457
1038	3049.456457
1042	3049.456457
1049	3049.456457
1051	3049.456457
1055	3049.456457
1060	3049.456457
1061	3049.456457
1066	3049.456457
1070	3049.456457
1077	3049.456457
1082	3049.456457
1085	3049.456457
1092	3049.456457
1097	3049.456457
1098	3049.456457
1100	3049.456457
1102	3049.456457
1109	3049.456457
1112	3049.456457
1114	3049.456457
1115	3049.456457
1118	3049.456457
1119	3049.456457
1123	3049.456457
1127	3049.456457
1128	3049.456457
1129	3049.456457
1131	3049.456457
1133	3049.456457
1137	3049.456457
1140	3049.456457
1144	3049.456457
1146	3049.456457
1152	3049.456457
1158	3049.456457
1167	3049.456457
1168	3049.456457
1170	3049.456457
1171	3049.456457
1179	3049.456457
1187	3049.456457
1188	3049.456457
1189	3049.456457
1192	3049.456457
1197	3049.456457
1198	3049.456457
1199	3049.456457
1203	3049.456457
1204	3049.456457
1208	3049.456457
1215	3049.456457
1217	3049.456457
1221	3049.456457
1222	3049.456457
1226	3049.456457
1227	3049.456457
1228	3049.456457
1232	3049.456457
1233	3049.456457
1243	3049.456457
1244	3049.456457
1250	3049.456457
1252	3049.456457
1258	3049.456457
1263	3049.456457
1273	3049.456457
1274	3049.456457
1284	3049.456457
1289	3049.456457
1296	3049.456457
1297	3049.456457
1300	3049.456457
1306	3049.456457
1307	3049.456457
1309	3049.456457
1313	3049.456457
1317	3049.456457
1320	3049.456457
1330	3049.456457
1331	3049.456457
1332	3049.456457
1333	3049.456457
1337	3049.456457
1338	3049.456457
1339	3049.456457
1342	3049.456457
1344	3049.456457
1347	3049.456457
1349	3049.456457
1353	3049.456457
1354	3049.456457
1368	3049.456457
1371	3049.456457
1376	3049.456457
1381	3049.456457
1382	3049.456457
1383	3049.456457
1388	3049.456457
1399	3049.456457
1400	3049.456457
1401	3049.456457
1404	3049.456457
1408	3049.456457
1414	3049.456457
1415	3049.456457
1416	3049.456457
1419	3049.456457
1420	3049.456457
1426	3049.456457
1429	3049.456457
1430	3049.456457
1431	3049.456457
1435	3049.456457
1441	3049.456457
1443	3049.456457
1446	3049.456457
1447	3049.456457
1456	3049.456457
1460	3049.456457
1462	3049.456457
1467	3049.456457
1468	3049.456457
1469	3049.456457
1474	3049.456457
1478	3049.456457
1481	3049.456457
1490	3049.456457
1495	3049.456457
1496	3049.456457
1499	3049.456457
1501	3049.456457
1510	3049.456457
1514	3049.456457
1515	3049.456457
1517	3049.456457
1518	3049.456457
1521	3049.456457
1525	3049.456457
1535	3049.456457
1538	3049.456457
1539	3049.456457
1540	3049.456457
1542	3049.456457
1543	3049.456457
1546	3049.456457
1548	3049.456457
1550	3049.456457
1553	3049.456457
1560	3049.456457
1564	3049.456457
1567	3049.456457
1568	3049.456457
1572	3049.456457
1573	3049.456457
1579	3049.456457
1580	3049.456457
1581	3049.456457
1585	3049.456457
1586	3049.456457
1596	3049.456457
1599	3049.456457
1600	3049.456457
1601	3049.456457
1603	3049.456457
1613	3049.456457
1620	3049.456457
1623	3049.456457
1627	3049.456457
1630	3049.456457
1638	3049.456457
1641	3049.456457
1646	3049.456457
1648	3049.456457
1650	3049.456457
1651	3049.456457
1656	3049.456457
1657	3049.456457
1658	3049.456457
1660	3049.456457
1665	3049.456457
1671	3049.456457
1673	3049.456457
1678	3049.456457
1680	3049.456457
1683	3049.456457
1684	3049.456457
1689	3049.456457
1691	3049.456457
1692	3049.456457
1693	3049.456457
1698	3049.456457
1701	3049.456457
1706	3049.456457
1712	3049.456457
1713	3049.456457
1724	3049.456457
1728	3049.456457
1730	3049.456457
1731	3049.456457
1737	3049.456457
1740	3049.456457
1746	3049.456457
1750	3049.456457
1752	3049.456457
1753	3049.456457
1756	3049.456457
1757	3049.456457
1758	3049.456457
1760	3049.456457
1761	3049.456457
1769	3049.456457
1773	3049.456457
1774	3049.456457
1775	3049.456457
1782	3049.456457
1783	3049.456457
1784	3049.456457
1788	3049.456457
1791	3049.456457
1794	3049.456457
1796	3049.456457
1801	3049.456457
1802	3049.456457
1808	3049.456457
1813	3049.456457
1818	3049.456457
1819	3049.456457
1820	3049.456457
1824	3049.456457
1832	3049.456457
1835	3049.456457
1836	3049.456457
1837	3049.456457
1840	3049.456457
1841	3049.456457
1843	3049.456457
1852	3049.456457
1855	3049.456457
1856	3049.456457
1858	3049.456457
1860	3049.456457
1861	3049.456457
1863	3049.456457
1865	3049.456457
1866	3049.456457
1879	3049.456457
